@RELATION sms

@ATTRIBUTE class {spam, ham}
@ATTRIBUTE length NUMERIC
@ATTRIBUTE spec_char NUMERIC
@ATTRIBUTE is_cap NUMERIC
@ATTRIBUTE digits NUMERIC
@ATTRIBUTE message STRING

@DATA
spam, 146, 4, 11, 2, "Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner"
ham, 55, 3, 1, 1, "I will take care of financial problem.i will help:)"
ham, 210, 11, 19, 0, "Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
ham, 18, 2, 1, 0, "Just got to  #"
ham, 49, 0, 38, 0, "PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx"
ham, 164, 7, 6, 0, "Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again"
ham, 30, 0, 1, 0, "Yes there were many sweets"
ham, 102, 9, 5, 1, "Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it..."
ham, 39, 3, 0, 0, "u only send me the contents page..."
ham, 32, 2, 1, 0, "Aight that'll work, thanks"
ham, 30, 4, 1, 1, "S:)8 min to go for lunch:)"
ham, 58, 4, 1, 0, "Ok then i'll let him noe later n ask him call u tmr..."
ham, 70, 6, 3, 0, "Cool. Do you like swimming? I have a pool and jacuzzi at my house."
ham, 46, 0, 1, 0, "I dont thnk its a wrong calling between us"
ham, 59, 3, 2, 0, "Of course. I guess god's just got me on hold right now."
ham, 46, 3, 1, 0, "So i could kiss and feel you next to me..."
spam, 35, 2, 10, 5, "85233 FREE>Ringtone!Reply REAL"
ham, 46, 2, 2, 0, "I am going to sleep. I am tired of travel."
ham, 46, 5, 1, 0, "# , that's all? Guess that's easy enough"
ham, 123, 5, 15, 0, "No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!"
ham, 147, 13, 20, 0, "New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them & say, I'm always correct.!"
ham, 139, 15, 3, 0, "I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me & u dont tell me......... Take care:-)"
ham, 52, 0, 1, 0, "Yavnt tried yet and never played original either"
ham, 37, 2, 1, 0, "Well she's in for a big surprise!"
ham, 34, 2, 1, 0, "Have you heard from this week?"
ham, 34, 1, 1, 0, "Yo sorry was in the shower sup"
spam, 139, 9, 17, 29, "PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04"
ham, 117, 6, 4, 5, "I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! "
ham, 125, 3, 2, 0, "Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you"
ham, 160, 6, 6, 0, "Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
ham, 40, 2, 2, 1, "In sch but neva mind u eat 1st lor.."
ham, 30, 2, 1, 1, "Surely result will offer:)"
ham, 161, 10, 46, 0, "When I was born, GOD said, Oh No! Another IDIOT. When you were born, GOD said, OH No! COMPETITION. Who knew, one day these two will become FREINDS FOREVER!"
spam, 164, 3, 21, 15, "Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p"
ham, 448, 17, 14, 4, "A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied Boost is d secret of my energy n instantly d girl shouted our energy n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
ham, 39, 0, 1, 0, "Do we have any spare power supplies"
ham, 44, 2, 2, 1, "Now got tv 2 watch meh? U no work today?"
ham, 129, 3, 3, 2, "Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx."
ham, 42, 2, 2, 0, "Wow v v impressed. Have funs shopping!"
ham, 41, 0, 1, 0, "Yo come over carlos will be here soon"
spam, 164, 8, 21, 22, "GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm"
ham, 69, 2, 2, 0, "Better than bb. If he wont use it, his wife will or them doctor"
ham, 70, 2, 3, 0, "Probably not, I'm almost out of gas and I get some cash tomorrow"
ham, 89, 12, 4, 0, "Got c... I lazy to type... I forgot u in lect... I saw a pouch but like not v nice..."
ham, 36, 2, 1, 0, "I was slept that time.you there?"
spam, 162, 6, 11, 3, "Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham, 195, 7, 16, 0, "Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
ham, 54, 1, 2, 0, "Fffff. Can you text kadeem or are you too far gone"
ham, 109, 2, 2, 0, "Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month."
ham, 76, 2, 2, 0, "Please da call me any mistake from my side sorry da. Pls da goto doctor."
ham, 91, 8, 2, 0, "I like cheap! But i€˜m happy to splash out on the wine if it makes you feel better.."
ham, 46, 5, 1, 0, "Hey leave it. not a big deal:-) take care."
ham, 89, 2, 1, 0, "Also that chat was awesome but don't make it regular unless you can see her in person"
ham, 51, 5, 3, 0, "Xy trying smth now. U eat already? We havent..."
ham, 100, 5, 3, 0, "I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?"
ham, 79, 3, 2, 0, "Haha awesome, I might need to take you up on that, what you doin tonight?"
ham, 35, 2, 1, 0, "Sir, waiting for your letter."
ham, 77, 1, 2, 0, "Was actually about to send you a reminder today. Have a wonderful weekend"
ham, 51, 0, 2, 0, "Que pases un buen tiempo or something like that"
ham, 52, 3, 2, 0, "I'm in town now so i'll jus take mrt down later."
ham, 47, 3, 2, 0, "Ok da, i already planned. I wil pick you."
ham, 165, 11, 13, 0, "GOD ASKED, What is forgiveness? A little child gave lovely reply, It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......"
ham, 43, 2, 0, 0, "sry can't talk on phone, with parents"
ham, 37, 1, 0, 0, "i can call in  #  min if thats ok"
ham, 31, 0, 1, 0, "Ya srsly better than yi tho"
spam, 129, 1, 29, 23, "HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham, 157, 5, 3, 5, "Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
ham, 70, 4, 2, 0, "Now, whats your house # again ? And do you have any beer there ?"
ham, 33, 1, 1, 0, "He remains a bro amongst bros"
ham, 74, 5, 3, 0, "No rushing. I'm not working. I'm in school so if we rush we go hungry."
ham, 35, 2, 0, 0, "u still got lessons?  u in sch?"
ham, 17, 1, 7, 1, "WOT U UP 2 J?"
ham, 46, 1, 1, 1, "Just arrived, see you in a couple days 3"
ham, 38, 2, 2, 0, "No plm i will come da. On the way."
ham, 74, 1, 1, 0, "I like dis sweater fr mango but no more my size already so irritating."
spam, 52, 4, 1, 8, "Win a £1000 cash prize or a prize worth £5000"
spam, 76, 2, 1, 9, "500 free text msgs. Just text ok to 80488 and we'll credit your account"
ham, 71, 3, 8, 1, "Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI"
ham, 40, 0, 1, 0, "Mm so you asked me not to call radio"
ham, 96, 1, 1, 2, "* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train"
ham, 43, 5, 1, 0, "Hm good morning, headache anyone? :-)"
ham, 147, 13, 20, 0, "New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them & say, I'm always correct.!"
ham, 30, 2, 3, 0, "Aight, I'll get it later"
ham, 63, 3, 2, 1, "Hi di is yijue we're meeting at 7 pm at esaplanade tonight."
ham, 62, 2, 2, 0, "Dude just saw a parked car with its sunroof popped up. Sux"
ham, 127, 5, 4, 1, "The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also."
ham, 47, 4, 1, 0, "Ok i vl..do u know i got adsense approved.."
spam, 142, 12, 2, 25, "Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324"
ham, 33, 3, 1, 0, "K.k.how is your business now?"
ham, 115, 4, 3, 0, "Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic"
ham, 36, 4, 1, 1, "Thanx 4 e brownie it's v nice..."
ham, 80, 2, 2, 3, "Ard 530 like dat lor. We juz meet in mrt station then u dun haf to come out."
ham, 32, 2, 2, 0, "Oh k. . I will come tomorrow"
ham, 49, 2, 5, 0, "LMAO where's your fish memory when I need it?"
ham, 52, 1, 1, 0, "Probably not, still going over some stuff here"
ham, 34, 3, 2, 0, "No chikku nt yet.. Ya i'm free"
ham, 221, 8, 7, 0, "Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
ham, 100, 1, 1, 0, "Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya."
ham, 26, 1, 1, 0, "Morning only i can ok."
spam, 117, 6, 4, 24, "Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)"
ham, 27, 1, 2, 0, "K. I will sent it again"
ham, 34, 3, 2, 1, "I'm in a movie. Call me 4 wat?"
ham, 28, 2, 2, 0, "Sorry, I'll call later"
ham, 34, 2, 2, 1, "At 4. Let's go to bill millers"
ham, 224, 9, 38, 0, "What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come."
ham, 35, 2, 1, 0, "We confirm eating at esplanade?"
ham, 75, 1, 1, 0, "Today my system sh get ready.all is well and i am also in the deep well"
spam, 103, 2, 18, 0, "Free Msg: get Gnarls Barkleys Crazy ringtone TOTALLY FREE just reply GO to this message right now!"
spam, 164, 8, 28, 26, "URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
ham, 43, 3, 2, 3, "Hey what are you doing. Y no reply pa.."
ham, 154, 8, 4, 3, "Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?"
spam, 156, 8, 18, 31, "Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
ham, 28, 2, 2, 1, "Sorry, I'll call later"
ham, 161, 9, 3, 1, "Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
ham, 60, 5, 2, 0, "I wake up long ago already... Dunno, what other thing?"
ham, 70, 4, 3, 0, "Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)"
ham, 37, 2, 1, 0, "Probably, want to pick up more?"
spam, 139, 4, 5, 0, "Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r"
ham, 29, 1, 1, 0, "What about this one then."
ham, 97, 10, 14, 0, "Helloooo... Wake up..! Sweet morning welcomes You Enjoy This Day with full of joy.. GUD MRNG."
ham, 108, 3, 3, 0, "Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks"
ham, 14, 1, 1, 0, "Can a not?"
ham, 89, 4, 2, 0, "Omg if its not one thing its another. My cat has worms :/ when does this bad day end?"
ham, 37, 4, 3, 1, "Well i will watch shrek in 3D!!B)"
ham, 31, 3, 2, 0, "Well done and ! luv ya all "
ham, 241, 7, 6, 3, "I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?"
ham, 45, 1, 2, 1, "O ic lol. Should play 9 doors sometime yo"
ham, 34, 1, 1, 0, "Lol your always so convincing."
ham, 25, 1, 1, 0, "We r outside already."
ham, 132, 18, 23, 0, "V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy VALENTINES DAY in advance"
ham, 112, 3, 6, 0, "Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!"
ham, 41, 4, 3, 0, "Tonight? Yeah, I'd be down for that"
ham, 84, 2, 2, 0, "Have you had a good day? Mine was really busy are you up to much tomorrow night?"
ham, 74, 2, 2, 0, "Hi. I'm always online on yahoo and would like to chat with you someday"
ham, 91, 2, 28, 0, "I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)"
ham, 65, 6, 4, 0, "Yes, i'm small kid.. And boost is the secret of my energy.."
ham, 40, 3, 1, 0, "Oh k:)after that placement there ah?"
ham, 28, 2, 2, 0, "Get the door, I'm here"
ham, 111, 2, 3, 1, "The 2 oz guy is being kinda flaky but one friend is interested in picking up $ #  worth tonight if possible"
ham, 27, 0, 1, 0, "Also andros ice etc etc"
spam, 54, 1, 2, 12, "You have 1 new voicemail. Please call 08719181503"
ham, 37, 2, 1, 0, "Ay wana meet on sat?u wkg on sat?"
ham, 61, 2, 2, 1, "Some are lasting as much as 2 hours. You might get lucky."
spam, 132, 9, 3, 0, "Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content."
ham, 49, 1, 1, 1, "So u wan 2 come for our dinner tonight a not?"
ham, 45, 4, 2, 0, "Dear, will call Tmorrow.pls accomodate."
ham, 34, 1, 1, 0, "Almost there, see u in a sec"
ham, 144, 7, 36, 1, "Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
ham, 55, 3, 5, 0, "R u here yet? I'm wearing blue shirt n black pants."
ham, 92, 2, 2, 0, "Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics."
ham, 117, 9, 3, 0, "Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat..."
ham, 78, 5, 10, 4, "I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!"
ham, 134, 9, 6, 0, "Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to see me ? *sips cappuccino* I miss you babe *teasing kiss*"
ham, 106, 29, 2, 11, "It's Ã© only $140 ard...Ã‰ rest all ard $180 at least...Which is Ã© price 4 Ã© 2 bedrm ($900)"
ham, 78, 3, 3, 1, "I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
ham, 155, 5, 2, 0, "Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
ham, 32, 0, 1, 0, "Gud mrng dear hav a nice day"
ham, 82, 4, 0, 0, "meet you in corporation st outside gap ... you can see how my mind is working!"
ham, 105, 7, 4, 0, "No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)"
ham, 41, 0, 1, 0, "Dear we are going to our rubber place"
ham, 52, 4, 1, 0, "Yes:)here tv is always available in work place.."
ham, 81, 0, 1, 0, "What is important is that you prevent dehydration by giving her enough fluids"
ham, 42, 2, 2, 0, "Then wat r u doing now? Busy wif work?"
ham, 28, 0, 1, 0, "Audrie lousy autocorrect"
ham, 31, 3, 1, 0, "Super msg da:)nalla timing."
ham, 87, 4, 5, 0, "HMM yeah if your not too grooved out! And im looking forward to my pound special :)"
ham, 63, 1, 2, 0, "He telling not to tell any one. If so treat for me hi hi hi"
ham, 158, 9, 6, 0, "Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?"
ham, 38, 0, 1, 0, "Tell me again what your address is"
ham, 66, 2, 1, 0, "This weekend is fine (an excuse not to do too much decorating)"
ham, 28, 3, 1, 0, "Dunno lei he neva say..."
ham, 28, 2, 2, 0, "Sorry, I'll call later"
ham, 48, 10, 3, 0, "Oh... Icic... K lor, den meet other day..."
ham, 75, 2, 13, 0, "Wishing you and your family Merry X mas and HAPPY NEW Year in advance.."
ham, 32, 2, 1, 0, "This is my number by vivek.."
ham, 90, 0, 6, 2, "Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx"
ham, 54, 4, 1, 0, "But i'm surprised she still can guess right lor..."
spam, 152, 4, 27, 20, "Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA"
ham, 146, 3, 1, 3, "Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe."
